user_id,event_id,rating,interaction_type,timestamp
126,16,3.6,view,2024-09-06
126,37,2.1,purchase,2024-08-26
126,72,1.7,wishlist,2024-06-03
126,47,1.5,purchase,2024-03-20
126,57,1.6,view,2024-07-06
126,30,4.9,purchase,2024-10-13
126,13,4.4,purchase,2024-07-19
126,19,4.0,view,2024-06-21
126,20,4.6,view,2024-03-22
126,12,3.8,purchase,2024-03-19
126,9,4.4,purchase,2024-03-10
126,3,3.5,purchase,2024-10-20
126,27,5.0,purchase,2024-01-06
127,36,4.9,purchase,2024-04-28
127,2,2.8,view,2024-05-12
127,72,3.0,purchase,2024-01-15
127,40,3.8,view,2024-03-08
127,101,1.1,view,2024-08-22
127,44,3.6,wishlist,2024-10-24
127,34,4.7,view,2024-01-09
127,31,3.6,view,2024-03-24
127,35,4.5,purchase,2024-01-27
127,45,4.8,purchase,2024-07-30
127,38,4.9,purchase,2024-10-06
127,62,2.2,view,2024-02-22
127,41,4.7,view,2024-11-21
127,32,4.5,purchase,2024-05-13
127,70,2.0,view,2024-11-03
127,37,4.9,purchase,2024-05-15
127,74,1.1,purchase,2024-10-04
128,104,3.0,purchase,2024-02-13
128,24,3.6,purchase,2024-09-28
128,16,4.2,view,2024-04-30
128,6,2.7,wishlist,2024-10-10
128,28,4.1,wishlist,2024-11-10
128,29,3.6,wishlist,2024-02-07
128,21,4.2,purchase,2024-09-05
128,18,3.9,purchase,2024-11-18
128,23,4.9,view,2024-06-29
128,92,1.3,wishlist,2024-11-12
128,35,1.6,purchase,2024-11-02
128,26,4.0,wishlist,2024-02-26
128,20,4.2,purchase,2024-03-13
128,90,3.3,wishlist,2024-05-10
128,27,3.9,view,2024-04-03
128,56,1.4,purchase,2024-05-28
128,17,3.7,purchase,2024-03-31
129,79,2.2,view,2024-04-03
129,65,4.1,view,2024-04-17
129,69,3.7,wishlist,2024-06-11
129,66,4.1,purchase,2024-08-19
129,68,4.9,view,2024-03-28
129,70,3.7,purchase,2024-03-19
129,62,3.5,purchase,2024-07-23
129,82,1.9,purchase,2024-11-05
129,64,3.7,view,2024-10-20
129,73,4.6,purchase,2024-10-30
129,67,3.9,purchase,2024-07-29
129,39,1.5,purchase,2024-06-11
129,75,4.0,view,2024-10-24
129,72,4.1,view,2024-08-25
129,3,2.7,wishlist,2024-11-26
129,63,4.1,wishlist,2024-05-31
129,74,4.5,wishlist,2024-01-22
129,71,4.1,purchase,2024-12-05
129,61,3.9,view,2024-11-26
129,40,2.7,purchase,2024-04-09
129,80,1.5,purchase,2024-12-01
129,57,2.3,wishlist,2024-01-23
130,12,4.1,wishlist,2024-03-09
130,2,4.8,view,2024-01-22
130,30,3.0,purchase,2024-09-14
130,4,4.9,view,2024-11-22
130,25,2.3,purchase,2024-06-09
130,14,4.3,view,2024-07-17
130,1,4.5,purchase,2024-07-23
130,9,4.6,view,2024-03-01
130,10,4.4,view,2024-04-21
130,100,1.7,purchase,2024-11-08
130,81,1.4,wishlist,2024-03-15
130,11,3.8,purchase,2024-01-09
130,53,1.8,purchase,2024-05-25
130,15,3.7,purchase,2024-04-21
130,7,4.7,purchase,2024-09-05
130,63,3.3,wishlist,2024-10-17
130,3,4.7,view,2024-02-27
130,6,3.6,wishlist,2024-08-16
131,86,3.6,purchase,2024-04-10
131,80,4.6,view,2024-04-09
131,74,4.3,purchase,2024-02-19
131,26,1.0,view,2024-06-16
131,98,3.0,purchase,2024-09-28
131,69,4.8,view,2024-01-01
131,96,3.3,view,2024-03-23
131,89,4.9,wishlist,2024-11-11
131,79,3.8,view,2024-11-09
131,13,1.2,view,2024-09-30
131,87,4.5,purchase,2024-08-22
131,90,4.6,wishlist,2024-04-26
131,21,1.4,view,2024-04-15
131,85,4.8,view,2024-07-16
132,13,4.8,wishlist,2024-05-06
132,101,2.9,view,2024-08-27
132,5,4.4,wishlist,2024-02-29
132,11,4.2,view,2024-02-26
132,27,4.0,view,2024-10-23
132,16,4.8,view,2024-10-04
132,17,4.5,purchase,2024-09-11
132,31,1.4,view,2024-03-18
132,50,2.8,purchase,2024-12-22
132,56,3.4,purchase,2024-07-15
132,29,4.6,view,2024-06-30
132,59,2.4,purchase,2024-06-14
132,6,4.2,purchase,2024-09-16
132,55,2.5,wishlist,2024-03-24
132,24,4.0,purchase,2024-05-19
132,26,4.5,view,2024-01-05
132,4,4.6,view,2024-03-10
132,8,4.4,view,2024-08-15
132,95,1.7,view,2024-11-12
132,7,4.1,view,2024-06-04
132,9,3.6,view,2024-11-12
132,19,4.1,purchase,2024-01-02
132,14,4.3,view,2024-06-06
132,18,4.5,view,2024-10-13
132,3,4.0,view,2024-10-19
132,40,1.7,purchase,2024-09-17
132,2,3.8,view,2024-09-15
132,51,3.1,purchase,2024-08-24
132,20,3.9,wishlist,2024-09-22
132,44,3.4,purchase,2024-07-23
132,28,4.6,view,2024-09-30
133,51,3.6,view,2024-10-10
133,32,4.4,purchase,2024-10-05
133,11,1.4,view,2024-05-09
133,80,4.0,purchase,2024-04-23
133,49,3.5,wishlist,2024-10-20
133,73,2.4,wishlist,2024-01-22
133,96,1.8,purchase,2024-10-03
133,83,4.3,view,2024-08-30
133,47,3.9,wishlist,2024-02-24
133,55,4.3,view,2024-05-01
133,89,3.5,wishlist,2024-08-16
133,31,4.7,wishlist,2024-01-25
133,69,1.0,purchase,2024-06-25
134,87,3.0,purchase,2024-06-03
134,30,4.9,purchase,2024-03-05
134,25,3.7,wishlist,2024-11-08
134,33,4.4,wishlist,2024-03-11
134,63,4.0,view,2024-04-01
134,69,3.8,wishlist,2024-03-04
134,72,4.4,purchase,2024-04-20
134,42,4.9,view,2024-05-30
134,71,4.2,purchase,2024-09-12
134,94,1.8,wishlist,2024-06-04
134,59,2.4,view,2024-06-15
134,64,4.1,purchase,2024-08-11
134,41,4.0,purchase,2024-04-28
134,65,4.3,purchase,2024-09-07
134,68,4.7,wishlist,2024-05-27
134,70,4.0,purchase,2024-02-22
134,17,3.7,wishlist,2024-11-01
134,29,3.6,view,2024-07-20
134,78,1.3,purchase,2024-02-16
134,82,3.3,purchase,2024-08-29
134,34,3.9,view,2024-03-14
134,8,2.6,view,2024-03-21
134,38,4.1,purchase,2024-11-24
134,92,2.4,purchase,2024-06-26
134,22,4.3,view,2024-06-13
134,40,4.3,purchase,2024-10-26
134,74,4.5,purchase,2024-06-26
134,4,1.3,wishlist,2024-02-21
134,37,4.1,wishlist,2024-06-16
134,76,2.2,view,2024-08-17
134,32,3.6,purchase,2024-01-27
134,75,4.3,view,2024-07-04
134,2,1.8,purchase,2024-08-17
135,53,4.3,view,2024-03-30
135,90,3.0,view,2024-06-29
135,105,3.0,view,2024-08-31
135,51,3.8,purchase,2024-10-11
135,34,2.1,purchase,2024-02-02
135,39,1.8,purchase,2024-12-20
135,57,4.0,purchase,2024-12-04
135,52,3.8,purchase,2024-04-25
135,46,4.2,wishlist,2024-09-19
135,74,1.1,view,2024-02-24
135,47,4.0,view,2024-04-06
135,58,3.9,wishlist,2024-09-11
135,26,1.2,view,2024-07-12
135,54,4.9,view,2024-07-22
135,49,4.4,purchase,2024-06-07
135,50,3.8,wishlist,2024-03-10
135,61,2.5,view,2024-07-11
135,48,4.4,view,2024-06-23
135,59,3.6,view,2024-10-26
135,60,4.7,view,2024-02-27
135,56,3.6,view,2024-06-23
135,89,2.2,view,2024-09-29
135,55,4.9,wishlist,2024-12-16
136,82,4.8,view,2024-06-17
136,105,4.6,view,2024-05-14
136,87,4.9,wishlist,2024-05-16
136,71,3.0,purchase,2024-09-11
136,51,2.9,purchase,2024-07-19
136,90,5.0,purchase,2024-04-03
136,85,4.6,view,2024-04-17
136,11,2.3,purchase,2024-08-10
136,80,4.8,purchase,2024-02-11
136,78,4.4,view,2024-09-08
136,79,4.8,purchase,2024-06-21
136,77,4.4,wishlist,2024-01-12
136,94,4.6,view,2024-10-20
136,97,4.4,purchase,2024-02-23
136,39,2.1,view,2024-07-08
136,84,4.0,view,2024-08-05
136,22,4.9,view,2024-04-23
136,62,3.1,purchase,2024-11-17
136,99,4.7,purchase,2024-09-15
136,26,4.3,purchase,2024-08-25
136,44,3.4,purchase,2024-12-08
136,21,4.0,purchase,2024-07-21
136,53,1.0,view,2024-03-03
136,95,4.4,view,2024-02-10
136,93,3.5,wishlist,2024-09-29
136,45,1.3,view,2024-08-30
136,96,4.0,view,2024-06-10
136,25,4.0,purchase,2024-08-06
136,55,1.1,purchase,2024-09-28
136,89,4.0,view,2024-02-21
136,104,4.8,view,2024-01-22
136,65,1.7,purchase,2024-03-10
137,7,4.2,purchase,2024-11-29
137,12,4.0,purchase,2024-07-11
137,81,1.6,view,2024-04-05
137,8,4.0,view,2024-02-29
137,9,3.7,purchase,2024-07-20
137,43,3.4,view,2024-12-03
137,60,1.3,view,2024-05-02
137,26,2.2,purchase,2024-01-15
137,10,4.8,view,2024-08-03
137,2,5.0,view,2024-07-28
137,104,1.0,wishlist,2024-05-31
137,4,3.8,purchase,2024-05-10
137,14,3.9,wishlist,2024-12-15
137,92,2.0,purchase,2024-02-23
137,15,4.4,view,2024-06-14
137,11,4.5,purchase,2024-10-01
137,6,4.8,view,2024-06-02
137,13,4.1,purchase,2024-07-10
137,5,4.9,purchase,2024-12-08
138,100,4.6,purchase,2024-12-27
138,104,3.9,wishlist,2024-06-17
138,87,2.3,wishlist,2024-03-10
138,98,4.8,purchase,2024-05-16
138,103,4.8,purchase,2024-08-05
138,105,4.7,wishlist,2024-03-02
138,34,3.0,view,2024-05-18
138,101,4.7,view,2024-01-18
138,93,3.8,wishlist,2024-10-29
138,15,2.3,view,2024-02-03
138,97,4.3,purchase,2024-08-28
138,75,2.1,view,2024-09-19
138,96,3.8,purchase,2024-07-26
138,94,3.9,view,2024-01-08
138,68,3.1,purchase,2024-01-05
138,82,2.5,view,2024-02-27
138,59,3.4,purchase,2024-09-19
138,91,4.7,wishlist,2024-01-12
138,102,3.8,purchase,2024-03-09
138,30,1.9,view,2024-01-21
138,99,4.9,purchase,2024-03-28
138,95,4.8,purchase,2024-02-13
138,92,4.4,view,2024-07-01
138,35,2.1,purchase,2024-05-17
139,37,4.0,view,2024-02-20
139,33,4.5,purchase,2024-08-31
139,72,3.5,view,2024-08-17
139,68,4.5,purchase,2024-03-18
139,94,2.9,purchase,2024-06-20
139,65,4.7,purchase,2024-07-31
139,66,4.6,purchase,2024-07-03
139,35,3.8,wishlist,2024-10-25
139,10,1.1,purchase,2024-08-31
139,71,4.4,purchase,2024-02-19
139,34,4.2,purchase,2024-10-15
139,69,4.9,purchase,2024-08-24
139,41,3.8,view,2024-04-07
139,20,2.9,purchase,2024-08-19
139,18,1.4,purchase,2024-04-14
139,53,2.4,purchase,2024-01-22
139,63,4.6,view,2024-02-08
139,86,4.5,view,2024-04-05
139,30,1.3,wishlist,2024-05-09
139,77,4.0,wishlist,2024-05-23
139,2,2.9,view,2024-09-10
139,79,3.7,purchase,2024-02-05
139,32,4.2,purchase,2024-05-11
139,84,4.0,view,2024-03-15
139,56,3.1,view,2024-05-30
139,83,4.8,wishlist,2024-03-08
139,90,3.8,purchase,2024-11-27
139,61,4.1,purchase,2024-04-02
139,88,3.8,view,2024-02-12
139,102,1.4,view,2024-12-06
139,82,4.6,view,2024-06-05
139,7,2.9,view,2024-08-30
139,44,4.8,purchase,2024-01-12
139,50,1.5,purchase,2024-11-24
140,51,3.7,view,2024-01-31
140,60,4.9,view,2024-05-17
140,58,4.0,purchase,2024-09-18
140,35,2.9,view,2024-12-02
140,85,2.4,purchase,2024-10-16
140,90,1.3,purchase,2024-05-29
140,45,2.5,view,2024-02-13
140,56,4.2,purchase,2024-07-25
140,55,4.4,view,2024-09-27
140,57,4.9,view,2024-04-13
140,5,2.0,wishlist,2024-11-16
140,46,3.7,purchase,2024-06-15
140,59,5.0,purchase,2024-05-17
140,52,4.3,purchase,2024-01-21
140,54,4.3,purchase,2024-10-20
140,53,4.9,view,2024-05-20
140,47,4.1,purchase,2024-01-05
140,104,1.4,wishlist,2024-04-12
140,50,4.6,view,2024-03-16
140,15,3.2,purchase,2024-06-17
140,61,1.0,purchase,2024-04-21
140,64,1.0,purchase,2024-10-07
140,49,4.3,purchase,2024-05-29
140,48,4.6,wishlist,2024-08-20
141,12,2.4,view,2024-06-02
141,48,4.3,wishlist,2024-02-12
141,49,4.9,wishlist,2024-10-07
141,79,4.1,wishlist,2024-07-17
141,3,1.6,purchase,2024-11-01
141,85,4.7,wishlist,2024-09-20
141,77,3.9,purchase,2024-08-10
141,83,3.7,purchase,2024-05-05
141,33,3.4,purchase,2024-02-19
141,1,2.3,purchase,2024-02-17
141,90,4.5,view,2024-07-08
141,89,4.5,purchase,2024-03-13
141,80,4.6,wishlist,2024-06-07
141,46,3.7,purchase,2024-11-21
141,67,1.6,wishlist,2024-01-07
141,87,3.6,purchase,2024-05-02
141,16,1.7,view,2024-08-16
142,64,4.3,purchase,2024-05-14
142,49,4.5,wishlist,2024-08-27
142,52,3.8,wishlist,2024-11-22
142,73,5.0,view,2024-03-22
142,83,4.9,purchase,2024-08-20
142,55,3.5,purchase,2024-03-22
142,82,4.4,wishlist,2024-10-13
142,92,3.4,view,2024-06-18
142,36,1.3,purchase,2024-08-02
142,63,4.9,view,2024-11-19
142,71,5.0,purchase,2024-01-10
142,88,3.9,wishlist,2024-07-22
142,74,3.7,purchase,2024-08-25
142,9,2.5,purchase,2024-05-15
142,4,2.1,purchase,2024-02-13
142,42,1.3,purchase,2024-03-14
142,84,4.2,purchase,2024-03-30
142,18,1.5,wishlist,2024-10-17
142,62,4.6,wishlist,2024-08-06
142,70,3.6,purchase,2024-01-16
143,52,4.1,wishlist,2024-09-17
143,43,4.1,view,2024-07-17
143,21,3.3,wishlist,2024-07-23
143,1,4.9,wishlist,2024-05-21
143,3,5.0,wishlist,2024-11-14
143,22,3.2,wishlist,2024-07-28
143,14,4.8,view,2024-05-18
143,86,3.0,purchase,2024-08-27
143,39,4.7,view,2024-10-23
143,53,3.6,purchase,2024-01-08
143,59,3.6,wishlist,2024-02-25
143,44,4.7,purchase,2024-10-16
143,50,4.2,purchase,2024-03-15
143,100,1.3,purchase,2024-05-19
143,5,4.7,purchase,2024-06-06
143,17,2.8,wishlist,2024-07-12
143,85,2.4,wishlist,2024-03-18
143,15,3.6,view,2024-08-09
143,47,4.8,view,2024-07-01
143,98,1.4,purchase,2024-03-29
143,60,3.5,purchase,2024-12-19
143,55,3.9,purchase,2024-02-15
143,8,4.6,purchase,2024-12-29
143,70,2.5,view,2024-10-06
143,65,2.4,view,2024-08-25
143,6,3.9,wishlist,2024-08-07
143,40,3.9,purchase,2024-12-12
143,32,4.4,purchase,2024-09-14
143,36,4.7,view,2024-09-27
143,35,4.3,view,2024-08-02
144,2,3.9,wishlist,2024-02-29
144,55,1.6,view,2024-09-11
144,6,4.6,view,2024-08-26
144,105,4.6,view,2024-01-24
144,92,4.7,purchase,2024-11-18
144,12,4.6,wishlist,2024-03-20
144,98,4.6,wishlist,2024-12-16
144,3,4.6,wishlist,2024-01-27
144,47,2.8,purchase,2024-10-24
144,39,2.6,wishlist,2024-11-21
144,22,2.2,view,2024-07-05
144,10,4.9,view,2024-02-09
144,104,3.8,view,2024-04-24
144,51,1.8,purchase,2024-03-02
144,19,1.1,wishlist,2024-10-12
144,13,4.3,wishlist,2024-08-15
144,95,4.3,purchase,2024-03-11
144,67,2.9,view,2024-01-29
144,9,4.6,view,2024-07-31
144,100,3.7,purchase,2024-12-19
144,97,4.3,view,2024-08-28
144,4,5.0,purchase,2024-04-13
144,1,4.5,wishlist,2024-10-28
144,99,4.5,purchase,2024-09-03
144,11,4.2,purchase,2024-04-11
144,31,2.2,wishlist,2024-01-21
144,26,2.1,view,2024-02-24
145,88,4.8,view,2024-12-21
145,71,3.7,view,2024-04-23
145,97,4.4,purchase,2024-05-29
145,102,4.3,purchase,2024-01-06
145,90,4.0,purchase,2024-08-05
145,82,4.4,wishlist,2024-01-08
145,66,4.0,purchase,2024-03-16
145,67,3.7,wishlist,2024-07-12
145,43,2.2,purchase,2024-12-31
145,23,2.4,purchase,2024-05-28
145,61,4.1,view,2024-04-28
145,49,2.7,wishlist,2024-06-17
145,84,3.8,view,2024-02-17
145,65,3.5,purchase,2024-03-01
145,30,3.2,purchase,2024-09-12
145,93,4.1,view,2024-03-20
145,51,2.2,wishlist,2024-10-26
145,26,3.0,wishlist,2024-03-03
145,56,1.8,purchase,2024-06-21
145,63,4.0,view,2024-02-26
145,36,1.3,view,2024-08-17
145,105,4.9,purchase,2024-02-20
145,38,1.3,view,2024-10-15
145,101,4.2,purchase,2024-07-04
145,86,3.9,purchase,2024-11-23
145,83,3.6,view,2024-11-02
145,96,4.2,purchase,2024-07-15
145,39,1.0,purchase,2024-05-29
145,85,4.2,view,2024-07-08
145,77,4.7,view,2024-08-24
145,79,4.2,purchase,2024-02-03
145,73,4.2,purchase,2024-04-14
145,3,1.2,view,2024-03-03
145,91,4.0,wishlist,2024-11-29
145,72,4.2,wishlist,2024-04-27
145,25,2.2,view,2024-04-20
145,64,3.6,purchase,2024-04-26
145,70,4.3,view,2024-08-14
146,62,4.9,purchase,2024-10-07
146,67,5.0,view,2024-08-01
146,12,2.7,purchase,2024-03-05
146,66,3.8,view,2024-09-15
146,41,4.8,view,2024-07-27
146,26,3.2,view,2024-05-14
146,42,4.3,wishlist,2024-07-20
146,71,4.4,purchase,2024-01-30
146,49,2.7,view,2024-04-30
146,35,3.9,purchase,2024-01-14
146,93,4.5,wishlist,2024-11-05
146,75,4.7,view,2024-10-22
146,59,2.0,purchase,2024-06-16
146,70,4.4,view,2024-05-11
146,34,4.7,purchase,2024-12-15
146,65,4.5,purchase,2024-08-18
146,100,3.6,view,2024-10-31
146,10,3.2,view,2024-06-22
146,29,1.9,purchase,2024-02-09
147,56,3.5,purchase,2024-02-23
147,53,4.8,wishlist,2024-01-05
147,52,3.8,wishlist,2024-04-01
147,98,1.5,wishlist,2024-07-30
147,23,3.5,wishlist,2024-10-08
147,48,3.5,wishlist,2024-05-16
147,51,3.8,purchase,2024-09-10
147,59,4.7,purchase,2024-10-06
147,19,1.1,purchase,2024-08-25
147,60,4.8,view,2024-04-20
147,47,4.7,purchase,2024-04-09
147,46,4.2,view,2024-06-24
147,54,4.5,wishlist,2024-05-29
147,55,4.4,purchase,2024-07-30
147,57,4.8,purchase,2024-05-23
147,50,4.1,purchase,2024-02-27
147,10,3.2,view,2024-10-15
147,63,1.7,view,2024-05-03
147,75,3.3,purchase,2024-04-23
147,49,4.9,purchase,2024-07-22
147,77,2.9,purchase,2024-02-01
147,58,3.7,purchase,2024-11-09
147,8,3.0,view,2024-02-25
147,14,2.7,purchase,2024-11-05
148,24,4.0,purchase,2024-09-07
148,27,3.9,view,2024-10-27
148,4,1.9,view,2024-01-01
148,23,4.3,view,2024-06-03
148,47,4.7,view,2024-09-10
148,65,3.5,view,2024-01-12
148,52,3.8,view,2024-12-06
148,50,4.6,purchase,2024-03-28
148,40,4.4,purchase,2024-02-09
148,58,4.9,view,2024-06-02
148,68,3.2,purchase,2024-01-17
148,15,1.7,view,2024-01-18
148,21,4.4,purchase,2024-03-21
148,95,1.9,purchase,2024-04-15
148,26,3.8,wishlist,2024-05-05
148,45,4.0,purchase,2024-07-10
148,87,3.3,wishlist,2024-06-25
149,58,4.3,wishlist,2024-06-24
149,52,4.4,view,2024-10-27
149,79,3.7,purchase,2024-02-08
149,59,4.6,purchase,2024-07-09
149,45,1.6,view,2024-08-04
149,82,4.8,purchase,2024-06-12
149,83,3.7,wishlist,2024-11-18
149,47,4.9,purchase,2024-02-22
149,88,4.8,purchase,2024-01-14
149,89,4.8,view,2024-08-17
149,87,4.7,purchase,2024-01-03
149,95,2.4,purchase,2024-09-29
149,90,4.9,purchase,2024-03-11
149,30,1.7,purchase,2024-12-27
149,48,3.7,purchase,2024-04-27
149,102,3.2,purchase,2024-06-11
149,80,3.6,purchase,2024-03-12
149,55,3.7,view,2024-06-02
149,77,3.9,wishlist,2024-09-21
149,78,4.8,view,2024-10-29
149,85,4.2,purchase,2024-08-26
149,81,4.4,purchase,2024-12-20
149,104,2.9,wishlist,2024-03-19
149,49,5.0,view,2024-04-30
149,53,4.6,purchase,2024-12-11
149,17,1.8,wishlist,2024-02-26
149,16,2.5,view,2024-01-04
149,57,4.0,view,2024-09-09
149,1,1.1,view,2024-07-14
149,4,3.1,purchase,2024-04-16
149,35,3.2,view,2024-10-28
149,70,2.5,view,2024-06-30
149,50,3.6,wishlist,2024-01-30
149,99,1.4,view,2024-10-04
149,84,4.5,wishlist,2024-05-20
149,86,3.6,view,2024-11-21
149,56,4.3,view,2024-09-26
150,39,4.8,view,2024-02-16
150,71,3.1,purchase,2024-03-24
150,38,3.9,purchase,2024-05-27
150,46,4.4,purchase,2024-01-06
150,53,4.7,view,2024-12-01
150,57,4.1,purchase,2024-12-21
150,60,4.2,purchase,2024-07-23
150,36,3.5,wishlist,2024-06-24
150,31,4.7,purchase,2024-10-24
150,41,4.0,purchase,2024-02-04
150,35,4.2,purchase,2024-01-21
150,70,1.0,purchase,2024-02-08
150,78,1.1,view,2024-10-21
150,54,3.8,purchase,2024-04-12
150,44,4.3,purchase,2024-03-23
150,48,3.9,view,2024-02-14
150,37,4.9,purchase,2024-01-03
150,43,4.5,view,2024-01-11
150,22,3.3,purchase,2024-09-05
150,77,2.6,purchase,2024-05-23
150,28,2.0,wishlist,2024-08-02
150,33,4.7,purchase,2024-08-11
150,55,4.8,purchase,2024-04-21
150,56,4.6,view,2024-06-30
150,105,1.0,view,2024-04-26
150,11,2.2,purchase,2024-08-04
151,87,4.6,purchase,2024-05-21
151,4,4.8,purchase,2024-04-10
151,89,4.2,view,2024-12-03
151,14,4.8,view,2024-09-01
151,82,4.9,wishlist,2024-01-17
151,30,2.1,view,2024-05-08
151,8,4.4,purchase,2024-01-24
151,42,3.0,wishlist,2024-02-05
151,5,4.2,wishlist,2024-02-21
151,41,2.3,view,2024-02-14
151,68,3.1,view,2024-11-11
151,15,4.3,purchase,2024-12-23
152,79,2.9,purchase,2024-04-25
152,35,4.1,view,2024-08-02
152,44,4.3,purchase,2024-12-18
152,33,4.2,purchase,2024-08-10
152,31,4.6,purchase,2024-11-30
152,42,3.5,wishlist,2024-10-31
152,10,1.8,view,2024-06-21
152,34,4.4,purchase,2024-05-17
152,29,1.4,purchase,2024-05-22
152,37,3.9,view,2024-11-04
152,39,3.5,view,2024-10-24
152,50,3.0,view,2024-02-09
152,22,1.7,view,2024-06-05
152,43,4.2,view,2024-07-29
152,38,4.6,purchase,2024-08-21
153,44,4.5,wishlist,2024-07-16
153,36,3.5,wishlist,2024-07-05
153,57,4.1,wishlist,2024-01-18
153,34,4.0,purchase,2024-12-27
153,59,3.9,purchase,2024-08-05
153,60,4.4,purchase,2024-01-14
153,56,4.1,view,2024-12-06
153,94,3.8,wishlist,2024-08-29
153,102,4.6,wishlist,2024-03-02
153,79,2.4,purchase,2024-04-03
153,96,4.1,wishlist,2024-08-31
153,9,3.3,view,2024-02-11
153,104,4.4,view,2024-08-19
153,55,4.3,view,2024-06-17
153,87,1.5,view,2024-12-12
153,45,4.4,wishlist,2024-07-17
153,47,4.2,purchase,2024-07-31
153,74,1.5,view,2024-03-27
153,15,2.7,view,2024-09-14
153,58,4.6,wishlist,2024-01-13
153,26,2.9,purchase,2024-11-22
153,95,4.0,purchase,2024-12-09
153,25,2.6,view,2024-03-12
153,53,4.7,view,2024-01-31
153,48,3.9,wishlist,2024-08-04
153,66,2.9,view,2024-10-06
154,11,5.0,view,2024-02-02
154,75,2.5,wishlist,2024-08-12
154,49,3.8,purchase,2024-11-06
154,91,4.3,wishlist,2024-05-19
154,29,1.6,wishlist,2024-05-22
154,25,2.6,purchase,2024-01-28
154,95,4.5,view,2024-12-21
154,104,4.5,view,2024-08-26
154,47,4.6,purchase,2024-08-29
154,3,4.3,wishlist,2024-07-16
154,57,4.5,wishlist,2024-05-18
154,50,4.5,view,2024-06-24
154,2,4.8,view,2024-01-27
154,58,3.7,view,2024-05-09
154,100,4.8,view,2024-12-02
154,59,3.7,wishlist,2024-09-18
154,12,3.6,purchase,2024-08-17
154,103,4.7,purchase,2024-01-28
154,52,4.9,wishlist,2024-07-30
154,14,4.4,purchase,2024-01-25
154,42,1.5,view,2024-10-03
154,83,1.1,view,2024-02-03
154,62,2.1,view,2024-09-27
154,6,3.7,wishlist,2024-10-08
154,1,3.8,wishlist,2024-05-31
154,36,3.1,wishlist,2024-06-16
154,4,4.6,purchase,2024-01-10
154,55,4.2,view,2024-12-03
154,5,4.4,purchase,2024-10-16
154,66,1.5,view,2024-11-19
154,65,1.7,purchase,2024-10-03
154,26,1.0,wishlist,2024-12-16
154,56,3.7,view,2024-07-16
154,80,3.1,purchase,2024-08-29
154,105,4.1,purchase,2024-10-12
154,23,1.1,purchase,2024-01-09
154,7,3.9,purchase,2024-01-30
155,45,3.6,purchase,2024-12-23
155,17,2.9,purchase,2024-02-10
155,69,2.7,wishlist,2024-07-07
155,31,4.7,purchase,2024-01-09
155,2,5.0,wishlist,2024-12-25
155,3,3.9,wishlist,2024-09-18
155,32,4.3,purchase,2024-10-18
155,58,2.1,view,2024-09-22
155,83,1.9,wishlist,2024-07-23
155,68,2.0,wishlist,2024-03-06
155,49,1.6,purchase,2024-07-25
155,11,4.7,view,2024-11-15
155,9,5.0,view,2024-10-26
155,44,3.6,purchase,2024-06-07
155,14,4.4,view,2024-12-07
155,41,4.9,purchase,2024-01-26
155,43,4.9,purchase,2024-09-25
155,51,2.0,purchase,2024-07-29
155,18,2.4,purchase,2024-07-15
155,38,4.1,purchase,2024-08-20
155,8,4.9,view,2024-07-27
155,37,3.8,wishlist,2024-07-12
155,40,4.4,view,2024-11-03
155,78,2.6,purchase,2024-11-04
155,13,4.7,view,2024-05-06
155,35,3.8,view,2024-09-01
155,39,4.8,purchase,2024-09-20
155,7,4.2,view,2024-11-08
155,6,3.8,wishlist,2024-08-10
155,1,3.5,purchase,2024-05-10
156,94,4.4,view,2024-11-25
156,93,4.0,view,2024-06-01
156,96,3.7,view,2024-12-23
156,103,3.7,wishlist,2024-06-17
156,65,4.4,view,2024-03-18
156,100,3.6,purchase,2024-06-21
156,63,4.7,purchase,2024-09-05
156,95,5.0,view,2024-02-22
156,60,2.6,purchase,2024-11-13
156,61,4.1,wishlist,2024-10-18
156,71,4.9,wishlist,2024-10-06
156,101,4.9,wishlist,2024-01-18
156,66,4.5,wishlist,2024-07-24
156,4,2.3,wishlist,2024-02-13
156,52,2.2,purchase,2024-11-17
156,68,4.9,view,2024-07-28
156,39,2.0,wishlist,2024-08-08
156,38,2.4,wishlist,2024-03-19
156,62,4.6,view,2024-11-24
156,64,4.9,purchase,2024-01-04
156,9,1.8,view,2024-06-06
156,67,4.2,purchase,2024-03-24
156,92,4.0,wishlist,2024-12-02
156,7,1.5,view,2024-06-10
156,1,3.1,purchase,2024-01-27
156,69,4.2,view,2024-11-24
157,79,4.7,wishlist,2024-06-07
157,82,3.9,view,2024-10-08
157,90,4.4,view,2024-09-09
157,81,4.1,view,2024-09-30
157,75,2.0,purchase,2024-04-25
157,77,4.0,purchase,2024-01-03
157,95,2.7,view,2024-06-13
157,104,1.2,view,2024-02-06
157,92,3.0,view,2024-12-18
157,78,4.3,view,2024-07-01
157,87,3.6,view,2024-12-02
157,76,3.7,view,2024-06-26
157,84,3.6,purchase,2024-04-08
157,83,5.0,purchase,2024-02-07
157,43,2.4,purchase,2024-01-01
158,47,4.4,purchase,2024-03-23
158,8,4.7,view,2024-01-21
158,19,1.6,purchase,2024-10-05
158,59,4.3,view,2024-05-22
158,62,2.6,view,2024-01-11
158,83,2.7,view,2024-01-07
